etwas in sich vereinen	173	A2	redewendung
das Auge des Betrachters erfreuen	173	A2	redewendung
auf Wahrnehmung, Vorstellung und Intuition gegründet sein	173	A2	redewendung
durch Funktionen festgelegt sein	173	A2	redewendung
das Ergebnis eines kreativen Prozesses	173	A2	redewendung
etwas sichtbar machen	173	A2	redewendung
jemandem muss sich etwas erschließen	174	A3	redewendung
Reaktionen auslösen	174	A3	redewendung
seinen Gedanken und Gefühlen Ausdruck verleihen	174	A4	redewendung
seine Gedanken und Gefühle zum Ausdruck bringen	174	A4	redewendung
auf Missstände aufmerksam machen	174	A4	redewendung
einen Beitrag zur gesellschaftlichen Entwicklung leisten	174	A4	redewendung
eine Botschaft übermitteln	174	A4	redewendung
zur Reflexion und Interpretation anregen	174	A4	redewendung
irritiert vor etwas stehen	175	A5	redewendung
sich vergeblich bemühen, etwas zu tun	175	A5	redewendung
bei so viel Verworrenheit	175	A5	redewendung
unter Umständen zu einer Meinung kommen	175	A5	redewendung
sich wohltuend von etwas abheben	175	A5	redewendung
wie elektrisiert etwas bestaunen	175	A5	redewendung
jemandem Glauben schenken	175	A5	redewendung
von etwas ausgehen müssen	175	A5	redewendung
sich als klar und verständlich erweisen	175	A5	redewendung
Zugang zu etwas finden	176	A6	redewendung
im Widerspruch zu etwas stehen	176	A6	redewendung
einen gesellschaftlichen Einfluss ausüben	176	A6	redewendung
etwas vom Spielplan nehmen	177	A8	redewendung
jemanden auf den Plan rufen	177	A8	redewendung
eine Aktion als künstlerische Handlung verstanden wissen wollen	177	A8	redewendung
die Grenzen des guten Geschmacks antasten	177	A8	redewendung
Provokation als Mittel zum Zweck einsetzen	177	A8	redewendung
verstören und anecken	177	A8	redewendung
sein Ziel erreichen	177	A8	redewendung
den empörten Aufschrei bewusst einkalkulieren	177	A8	redewendung
Bekanntheit erlangen	177	A8	redewendung
juristisch gegen etwas vorgehen	177	A8	redewendung
die Rechte anderer wiegen schwerer	177	A8	redewendung
eine heikle Gratwanderung	177	A8	redewendung
jemanden verhöhnen und herabsetzen	177	A8	redewendung
fließende Grenzen	177	A8	redewendung
einen Einzelfall gesondert betrachten	177	A8	redewendung
ohne Sinn und Verstand	178	A8	redewendung
vor nichts Halt machen	178	A8	redewendung
Gewalt verherrlichen	178	A8	redewendung
klare Grenzen setzen	178	A8	redewendung
als Stärkung der Kunstfreiheit gewertet werden	178	A8	redewendung
etwas als Blödsinn abtun	179	A9	redewendung
missbilligend das Gesicht verziehen	179	A9	redewendung
gegen gesellschaftliche Regeln verstoßen	179	A9	redewendung
Grenzen übertreten	179	A9	redewendung
unisono Empörung äußern	179	A9	redewendung
jemandem Einhalt gebieten	179	A9	redewendung
gegen den geltenden Konsens aufbegehren	179	A9	redewendung
die Grenzen des Tolerierbaren austesten	179	A9	redewendung
für etwas aufkommen	179	A12	redewendung
jemandem den Zugang zu bezahlbarer Kultur ermöglichen	179	A12	redewendung
kreatives Potenzial in sich tragen	180	A16	redewendung
schöpferisch tätig werden	180	A16	redewendung
in unerwarteten Situationen improvisieren	180	A16	redewendung
einfallsreich handeln	180	A16	redewendung
kein von Gott gegebenes Geschenk sein	180	A16	redewendung
die große Masse der anderen	180	A16	redewendung
kreative Leistungen fördern oder hemmen	180	A16	redewendung
eine unabdingbare Voraussetzung	180	A16	redewendung
einen Gedanken ernsthaft in Erwägung ziehen	180	A16	redewendung
sich beim Lösen anstehender Probleme Mühe geben	180	A16	redewendung
jemanden ereilt die Erleuchtung	180	A16	redewendung
ganz plötzlich und ohne Vorwarnung	180	A16	redewendung
eine nicht zu unterschätzende Rolle spielen	181	A16	redewendung
die Denkgeschwindigkeit messbar herabsetzen	181	A16	redewendung
den Geist beflügeln	181	A16	redewendung
Einzug in das Arbeitsleben halten	181	A16	redewendung
eine bestimmte Sichtweise einnehmen	181	A16	redewendung
die Perspektive wechseln	181	A16	redewendung
sich in Gedanken einen anderen Hut aufsetzen	181	A16	redewendung
eingefahrene Denkmuster durchbrechen	181	A16	redewendung
in jedem Menschen angelegt sein	181	A16	redewendung
als kreativer Überflieger reüssieren	181	A16	redewendung
