die erbrachte Leistung widerspiegeln	90	A2	redewendung
etwa die Hälfte der Beurteilung ausmachen	90	A2	redewendung
eng miteinander korrelieren	90	A2	redewendung
von einer offenen Benachteiligung sprechen	90	A2	redewendung
sich auf die Noten auswirken	90	A2	redewendung
bei Leistungstests schlechter abschneiden	90	A2	redewendung
auf eine soziale Schicht schließen lassen	90	A2	redewendung
es in der Schule schwer haben	90	A2	redewendung
sich bei der Notenvergabe von etwas beeinflussen lassen	90	A2	redewendung
jemandem negative Eigenschaften zuschreiben	90	A2	redewendung
unabhängig vom sozialen Status	90	A2	redewendung
jemandem eine düstere Zukunft prophezeien	91	A3	redewendung
Schulnoten als Einstellungskriterium abschaffen	91	A3	redewendung
das Hauptaugenmerk auf etwas legen	91	A3	redewendung
an Bedeutung verlieren	91	A3	redewendung
auf ein Auswahlverfahren setzen	91	A3	redewendung
Vorrang vor Schulnoten haben	91	A3	redewendung
bestimmte Kenntnisse sind gefragt	91	A3	redewendung
einen gemeinsamen Nenner finden	91	A5	redewendung
zur Besinnung kommen	91	A5	redewendung
an mangelndem Einsatz liegen	91	A5	redewendung
nicht so gut abschneiden	91	A5	redewendung
eine ganze Reihe von Nachteilen	91	A5	redewendung
den Aufstieg in die nächste Klasse ermöglichen	91	A5	redewendung
ein bedrückendes Erlebnis sein	92	A5	redewendung
einen rapiden Abwärtstrend zeigen	92	A5	redewendung
mit den neuen Mitschülern mithalten	92	A5	redewendung
erhebliche Mehrkosten generieren	92	A5	redewendung
von individueller Förderung profitieren	92	A5	redewendung
eine strenge Auswahl findet statt	92	A5	redewendung
sich im Blitztempo durchsetzen	93	A6	redewendung
im Laufe der Zeit nachlassen	93	A6	redewendung
bis dato nicht gelöst sein	93	A6	redewendung
dringend erforderlich sein	93	A6	redewendung
unter starkem Druck stehen	93	A6	redewendung
um die Versetzung bangen	93	A6	redewendung
jemandem etwas in Aussicht stellen	93	A6	redewendung
in greifbarer Nähe sein	93	A6	redewendung
auf professionelle Nachhilfe setzen	93	A6	redewendung
sich etwas einiges kosten lassen	93	A6	redewendung
sich von etwas Erfolg erhoffen	93	A6	redewendung
auf die Idee kommen, etwas zu tun	94	A7	redewendung
etwas an den Tag legen	94	A7	redewendung
eine Mathearbeit versauen	94	A7	redewendung
jemanden im Unterricht unterfordern	94	A7	redewendung
jemandem etwas verschwörerisch anvertrauen	94	A7	redewendung
um jeden Preis	94	A7	redewendung
eine Illusion aufrechterhalten	94	A7	redewendung
sich als etwas entpuppen	94	A7	redewendung
eine faule Socke sein	94	A7	redewendung
scharf auf etwas sein	94	A7	redewendung
Da kann Einstein einpacken.	94	A7	satz
an etwas besteht kein Zweifel	95	A8	redewendung
sich durch breit gefächerte Fähigkeiten auszeichnen	96	A9	redewendung
einen starken Einfluss auf etwas haben	96	A9	redewendung
auf wesentliche Bereiche fokussiert werden	96	A9	redewendung
sich Gedanken über etwas machen	96	A10	redewendung
hohes Detailwissen aufweisen	96	A10	redewendung
sich im Schulsystem zurechtfinden	96	A10	redewendung
durch negatives Verhalten auffallen	96	A10	redewendung
als lernbehindert eingestuft werden	96	A10	redewendung
Gleichaltrigen weit voraus sein	96	A10	redewendung
zur sozialen Isolierung führen	96	A10	redewendung
sich von Altersgenossen absondern	96	A10	redewendung
sich durch körperliche Symptome äußern	96	A10	redewendung
sich den Normen anpassen	96	A10	redewendung
das Image eines Strebers bekommen	96	A10	redewendung
aus Berichten hervorgehen	96	A10	redewendung
nur schwer abzuschätzen sein	97	A11	redewendung
Klischees sitzen tief in vielen Köpfen.	97	A11	satz
in Gedanken versunken sein	97	A11	redewendung
Gedankensprünge nachvollziehen	97	A11	redewendung
